ko	ko_definition	modules_with_ko	ARTi	ArsAcraccivora	ArsAsiaII3	ArsBTMEDQ21	ArsBee02222015	ArsBeeUS	ArsCjap	ArsFIN	ArsIxoH	ArsLausane	ArsMelophagi	ArsPB	ArsPV	ArsPerl	ArsUK	ArsenophonusARAD	ArsenophonusARAF	ArsenophonusDSM15247	ArsenophonusENCA	ArsenophonusHangzhou	ArsenophonusLipoptena	Ca_Riesia_pediculicola	Ca_Riesia_pediculischaeffi	EA	EB1	EB2	ERR7799985	ERR7800036	ERR7800037	ONit	P_thracensis	Proteus_mirabilis	Providencia_stuartii	SRR10590585	SRR10590592	SRR12528003	SRR13788609	SRR13788620	SRR13788625	SRR2001675	SRR2001708	SRR5317834	SRR6301423	X_nematophila	aApi_AU
K04018	formate-dependent nitrite reductase complex subunit NrfG	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
K04019	ethanolamine utilization protein EutA	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04027	ethanolamine utilization protein EutM	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
K04042	bifunctional UDP-N-acetylglucosamine pyrophosphorylase / glucosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.3.1.157]	M00909	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K04043	molecular chaperone DnaK	None	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K04044	molecular chaperone HscA	None	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	0	0	1	1
K04045	molecular chaperone HscC	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
K04046	hypothetical chaperone protein	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
K04047	starvation-inducible DNA-binding protein	None	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
K04049	type III secretion protein B	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04050	type III secretion protein E	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04051	type III secretion protein G	None	0	0	0	0	1	1	0	1	1	1	0	1	1	1	1	0	0	1	0	0	0	0	0	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1
K04052	type III secretion protein H	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04053	type III secretion protein I	None	0	0	0	0	1	1	0	1	1	1	0	1	1	1	1	0	0	1	0	1	0	0	0	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1
K04054	type III secretion protein K	None	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	0	1	0	1	0	0	0	1	1	0	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	1
K04056	type III secretion protein O	None	0	0	0	0	1	1	0	1	1	1	0	1	1	1	1	0	0	1	0	0	0	0	0	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1
K04057	type III secretion protein P	None	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0
K04058	type III secretion protein W	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04059	type III secretion protein X	None	0	0	0	0	1	1	0	1	1	1	0	1	1	1	1	0	0	1	0	0	0	0	0	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1
K04060	type III secretion protein Y	None	0	0	0	0	1	1	0	1	1	1	0	1	1	1	1	0	0	1	0	0	0	0	0	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1
K04062	osmotically inducible lipoprotein OsmB	None	0	0	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1
K04065	hyperosmotically inducible periplasmic protein	None	2	2	2	2	2	2	1	2	2	2	1	2	2	2	2	0	2	2	2	2	1	0	0	2	2	2	2	2	2	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2
K04066	primosomal protein N' (replication factor Y) (superfamily II helicase) [EC:3.6.4.-]	None	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K04067	primosomal replication protein N''	None	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
K04068	anaerobic ribonucleoside-triphosphate reductase activating protein [EC:1.97.1.4]	None	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	0	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K04069	pyruvate formate lyase activating enzyme [EC:1.97.1.4]	None	0	0	0	0	1	1	0	1	1	1	0	1	1	1	1	0	1	1	0	2	0	0	0	1	1	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	1	0	1	1	1
K04072	acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1]	None	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
K04075	tRNA(Ile)-lysidine synthase [EC:6.3.4.19]	None	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K04077	chaperonin GroEL	None	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
K04078	chaperonin GroES	None	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K04079	molecular chaperone HtpG	None	1	1	1	1	1	1	1	2	1	2	1	1	1	2	2	0	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K04082	molecular chaperone HscB	None	0	1	1	0	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K04083	molecular chaperone Hsp33	None	0	2	2	1	1	1	0	1	1	1	0	1	1	1	1	0	2	1	2	1	0	0	0	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K04084	thioredoxin:protein disulfide reductase [EC:1.8.4.16]	None	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
K04085	tRNA 2-thiouridine synthesizing protein A [EC:2.8.1.-]	None	1	1	2	1	2	2	0	2	2	2	1	2	2	2	2	1	2	2	2	2	1	0	0	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	1	2	1	2	1	2
K04087	modulator of FtsH protease HflC	None	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K04088	modulator of FtsH protease HflK	None	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K04090	indolepyruvate ferredoxin oxidoreductase [EC:1.2.7.8]	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
K04091	alkanesulfonate monooxygenase [EC:1.14.14.5]	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
K04093	chorismate mutase [EC:5.4.99.5]	M00024,M00025	0	0	0	0	1	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	0	0	0	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1
K04095	cell filamentation protein	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	1	0
K04096	DNA processing protein	None	2	2	1	1	1	1	0	5	1	3	0	2	1	3	3	0	0	2	1	1	0	0	0	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1
K04103	indolepyruvate decarboxylase [EC:4.1.1.74]	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
K04477	putative hydrolase	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
K04485	DNA repair protein RadA/Sms	None	1	1	1	2	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K04487	cysteine desulfurase [EC:2.8.1.7]	None	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1
K04488	nitrogen fixation protein NifU and related proteins	None	0	0	0	0	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
K04518	prephenate dehydratase [EC:4.2.1.51]	M00024	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	1	0	0	0	1	1	1	0	0	0	0	1	1
K04564	superoxide dismutase, Fe-Mn family [EC:1.15.1.1]	None	2	2	2	2	2	2	1	3	2	3	1	2	2	3	3	1	2	3	2	2	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2
K04565	superoxide dismutase, Cu-Zn family [EC:1.15.1.1]	None	0	0	0	0	1	1	0	1	1	1	0	1	1	1	1	0	0	1	0	1	0	0	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1
K04567	lysyl-tRNA synthetase, class II [EC:6.1.1.6]	None	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K04568	elongation factor P--(R)-beta-lysine ligase [EC:6.3.1.-]	None	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K04651	hydrogenase nickel incorporation protein HypA/HybF	None	0	0	0	0	1	1	0	1	1	1	0	1	1	1	1	0	0	1	0	1	0	0	0	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	0	1
K04652	hydrogenase nickel incorporation protein HypB	None	0	0	0	0	1	1	0	1	1	1	0	1	1	1	1	0	0	1	0	1	0	0	0	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	0	1
K04653	hydrogenase expression/formation protein HypC	None	0	0	0	0	1	1	0	1	1	1	0	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	1	1	1	1	0	2	0	1	1	1	1	1	1	1	1	0	1	0	1
K04654	hydrogenase expression/formation protein HypD	None	0	0	0	0	1	1	0	1	1	1	0	1	1	1	1	0	0	1	0	1	0	0	0	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	0	1
K04655	hydrogenase expression/formation protein HypE	None	0	0	0	0	1	1	0	1	1	1	0	1	1	1	1	0	0	1	0	1	0	0	0	1	1	0	1	1	1	1	0	1	0	1	1	2	1	1	1	1	1	0	1	0	1
K04656	hydrogenase maturation protein HypF	None	0	0	0	0	2	2	0	1	1	1	0	1	1	1	1	0	0	1	0	1	0	0	0	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	2	0	2	0	1
K04691	serine protease DegS [EC:3.4.21.-]	None	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K04720	threonine-phosphate decarboxylase [EC:4.1.1.81]	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
K04744	LPS-assembly protein	None	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K04751	nitrogen regulatory protein P-II 1	None	1	0	0	0	1	1	0	1	1	1	0	1	1	1	1	0	0	1	1	1	0	0	0	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	0	1	2	1
K04752	nitrogen regulatory protein P-II 2	None	1	0	0	0	1	1	0	1	1	1	0	1	1	1	1	0	0	1	1	1	0	0	0	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	0	1	1	1
K04753	suppressor of ftsI	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0
K04754	phospholipid-binding lipoprotein MlaA	None	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K04755	ferredoxin, 2Fe-2S	None	0	1	0	0	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
K04758	ferrous iron transport protein A	None	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1
K04759	ferrous iron transport protein B	None	1	1	1	2	2	2	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1
K04760	transcription elongation factor GreB	None	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K04761	LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator	None	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	0	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K04762	ribosome-associated heat shock protein Hsp15	None	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K04763	integrase/recombinase XerD	None	2	2	2	1	2	2	0	2	2	2	0	2	2	2	2	0	0	2	2	2	0	0	0	2	2	2	2	2	2	2	16	3	2	2	2	2	2	2	2	2	2	2	2	5	2
K04764	integration host factor subunit alpha	None	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K04765	nucleoside triphosphate diphosphatase [EC:3.6.1.9]	None	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	0	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1
K04770	Lon-like ATP-dependent protease [EC:3.4.21.-]	None	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K04771	serine protease Do [EC:3.4.21.107]	None	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K04772	serine protease DegQ [EC:3.4.21.-]	None	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K04773	protease IV [EC:3.4.21.-]	None	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
K04774	serine protease SohB [EC:3.4.21.-]	None	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K04784	yersiniabactin nonribosomal peptide synthetase	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
K04785	yersiniabactin synthetase, thiazolinyl reductase component	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
K04786	yersiniabactin nonribosomal peptide/polyketide synthase	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
K04940	opine dehydrogenase [EC:1.5.1.28]	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
K05245	L-carnitine/gamma-butyrobetaine antiporter	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
K05306	phosphonoacetaldehyde hydrolase [EC:3.11.1.1]	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
K05346	deoxyribonucleoside regulator	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
K05349	beta-glucosidase [EC:3.2.1.21]	None	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05365	penicillin-binding protein 1B [EC:2.4.1.129 3.4.16.4]	None	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K05366	penicillin-binding protein 1A [EC:2.4.1.129 3.4.16.4]	None	0	0	0	0	1	1	0	1	1	1	0	1	1	1	1	0	0	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
K05367	penicillin-binding protein 1C [EC:2.4.1.129]	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0
K05368	NAD(P)H-flavin reductase [EC:1.5.1.41]	None	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K05373	MFS transporter, putative signal transducer	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
K05374	yersiniabactin synthetase, thioesterase component	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
K05375	MbtH protein	M00736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
K05499	LacI family transcriptional regulator, repressor for deo operon, udp, cdd, tsx, nupC, and nupG	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0
K05501	TetR/AcrR family transcriptional regulator	None	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K05515	penicillin-binding protein 2 [EC:3.4.16.4]	None	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K05516	curved DNA-binding protein	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
K05517	nucleoside-specific channel-forming protein	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
K05526	succinylglutamate desuccinylase [EC:3.5.1.96]	M00879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05527	BolA family transcriptional regulator, general stress-responsive regulator	None	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
K05539	tRNA-dihydrouridine synthase A [EC:1.-.-.-]	None	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K05540	tRNA-dihydrouridine synthase B [EC:1.-.-.-]	None	1	0	0	0	1	1	0	1	1	1	0	1	1	1	1	0	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K05541	tRNA-dihydrouridine synthase C [EC:1.-.-.-]	None	0	1	0	0	1	1	0	1	1	1	0	1	1	1	1	0	0	1	0	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
K05554	aromatase [EC:4.2.1.-]	M00778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05589	cell division protein FtsB	None	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K05590	ATP-dependent RNA helicase SrmB [EC:3.6.4.13]	None	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K05591	ATP-dependent RNA helicase DbpA [EC:3.6.4.13]	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
K05592	ATP-dependent RNA helicase DeaD [EC:3.6.4.13]	None	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K05593	aminoglycoside 6-adenylyltransferase [EC:2.7.7.-]	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
K05594	ElaB protein	None	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
K05595	multiple antibiotic resistance protein	None	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	0	1
K05596	LysR family transcriptional regulator, chromosome initiation inhibitor	None	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	0	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K05601	hydroxylamine reductase [EC:1.7.99.1]	None	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	2	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	0	1	0	1
K05602	histidinol-phosphatase [EC:3.1.3.15]	M00026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
K05685	macrolide transport system ATP-binding/permease protein [EC:3.6.3.-]	None	1	0	0	0	1	1	0	1	1	1	0	1	1	1	1	0	0	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1
